text,alpha2_code,language_code,date,cluster,country,tokens,state
"San Marino: allineamento alle sanzioni Ue, corridoi umanitari e ... - San Marino Rtv",CH,it,2022-02-28,Refugee Routes from Ukraine,Switzerland,25,Schleswig-Holstein
Guerra in Ucraina: sesto giorno - RSI.ch Informazione,CH,it,2022-02-28,Current Information War,Switzerland,16,Jura
"Aiuti per l'Ucraina, ecco i punti di raccolta a Mirandola, Finale Emilia ... - SulPanaro",CH,it,2022-02-28,Volunteering and Donations,Switzerland,32,Brandenburg
"Guerra Ucraina, quinto giorno di offensiva russo: attacchi a Kiev e ... - Il Valore Italiano",CH,it,2022-02-28,Sanktions Russia and War Strategy,Switzerland,29,Hamburg
"Tra bombe, terrore e vita nei bunker: la guerra in Ucraina vista dai ... - Fanpage.it",CH,it,2022-02-28,Current Information War,Switzerland,25,Schaffhausen
"Guterres (Onu): “I combattimenti devono finire, i leader devono andare verso la pace” - In Terris",CH,it,2022-02-28,Volunteering and Donations,Switzerland,31,Aargau
La Chiesa di Città del Messico: pregare per la pace in Ucraina - Vatican News - Italiano,CH,it,2022-02-28,Statements by the Church,Switzerland,27,Zug
Accolti i rifugiati ucraini: smentita la retorica sulla xenofobia di ... - Inside Over,CH,it,2022-02-28,Local Communities,Switzerland,28,Uri
L'impatto che può avere una guerra sulla salute globale - Vanity Fair Italia,CH,it,2022-02-28,Volunteering and Donations,Switzerland,17,Glarus
"Trattore ucraino ""ruba"" un carro armato russo: ""L'invasione non ... - NewNotizie",CH,it,2022-02-28,Sanktions Russia and War Strategy,Switzerland,30,Zurich
Come aiutare l'Ucraina e accogliere i rifugiati in Italia - Cosmopolitan,CH,it,2022-02-28,Current Information Refugees,Switzerland,24,Aargau
"Romania, arrivano altri rifugiati ucraini: è gara di solidarietà - Euronews Italiano",CH,it,2022-02-28,Refugee Routes from Ukraine,Switzerland,27,Vaud
"Ucraina, in 500mila in fuga dalla guerra: anche Roma fa la sua parte. Il punto in prefettura - RomaToday",CH,it,2022-02-28,Volunteering and Donations,Switzerland,31,Schleswig-Holstein
"Guerra in Ucraina: in Moldavia, solidarietà e paura di un'invasione ... - Osservatorio Balcani e Caucaso",CH,it,2022-02-28,Refugee Routes from Ukraine,Switzerland,35,Hesse
"La guerra in Ucraina, Agrigento pronta ad accogliere i profughi: individuati alberghi chiusi e centro per migranti - AgrigentoNotizie",CH,it,2022-02-28,Local Communities,Switzerland,43,Grisons
"Ucraina, i negoziati a Gomel. Putin: «Accordo solo con Kiev neutrale» - Vanity Fair Italia",CH,it,2022-02-28,Sanktions Russia and War Strategy,Switzerland,29,Zug
"Decreto Ucraina, dall'Italia aiuti a Kiev con armi e accoglienza ai ... - Open",CH,it,2022-02-28,Volunteering and Donations,Switzerland,25,Saxony
"José Andrés: ""Al confine per sfamare i rifugiati. Noi combattiamo così"" - Fine Dining Lovers Italia",CH,it,2022-02-28,Accomodation,Switzerland,31,Hamburg
Lecco raccoglie beni per l'Ucraina e si prepara per accogliere i rifugiati - LeccoToday,CH,it,2022-02-28,Local Communities,Switzerland,31,Thuringia
"Guerra Russia-Ucraina, governo dichiara stato d’emergenza fino al 31 dicembre - Il Fatto Quotidiano",CH,it,2022-02-28,Sanktions Russia and War Strategy,Switzerland,31,Schwyz
La Lombardia si prepara ad accogliere i profughi ucraini. Attivate le Ats e gli ospedali - MilanoToday.it,CH,it,2022-02-28,Local Communities,Switzerland,35,Fribourg
"Palermo accoglie i profughi ucraini, il Comune attiva indirizzo mail - PalermoToday",CH,it,2022-02-28,Local Communities,Switzerland,27,Ticino
"Vodafone, solidarietà: iniziative per chi è nato in Ucraina e Roaming in Ucraina gratuito - MondoMobileWeb.it",CH,it,2022-02-28,Volunteering and Donations,Switzerland,33,Lucerne
Le foto di lunedì dalla guerra in Ucraina - Il Post,CH,it,2022-02-28,Current Information War,Switzerland,15,Obwalden
"San Vito al Tagliamento, arriva la prima famiglia ucraina - ilgazzettino.it",CH,it,2022-02-28,Children and Human Rights,Switzerland,24,North Rhine-Westphalia
Nella guerra fra Russia e Ucraìna sono in gioco anche clima e ... - Scienza in rete,CH,it,2022-02-28,Sanktions Russia and War Strategy,Switzerland,26,Schleswig-Holstein
Tre storie di profughi dall'Ucraina che dobbiamo conoscere - Panorama,CH,it,2022-02-28,Local Communities,Switzerland,21,Saxony-Anhalt
La Caritas in campo per i profughi ucraini: si cercano anche famiglie per l'accoglienza - ArezzoNotizie,CH,it,2022-02-28,Local Communities,Switzerland,34,Aargau
"Polonia, assistenza medica e legale gratuite per i profughi ucraini - Emergency Live IT",CH,it,2022-02-28,Local Communities,Switzerland,24,Neuchâtel
"Guerra in Ucraina, le piattaforme di social media si attivano contro le fake news - Sky Tg24",CH,it,2022-02-28,Current Information War,Switzerland,27,Sankt Gallen
"Ucraina, un'altra famiglia di profughi a Genova: ""Non vogliono parlare, hanno paura"" - Primocanale.it - Le ... - Primocanale",CH,it,2022-02-28,Local Communities,Switzerland,43,Berlin
Le reazioni delle celebrity sui social alla guerra in Ucraina - Cosmopolitan,CH,it,2022-02-28,Current Information War,Switzerland,17,Hamburg
"Già 500mila profughi, soprattutto in Polonia e Moldavia. L'Onu: sono esausti - Avvenire",CH,it,2022-02-28,Local Communities,Switzerland,33,Mecklenburg-Vorpommern
"Ucraina: Ordine di Malta, pasti caldi e aiuti per gli sfollati nella zona ... - Servizio Informazione Religiosa",CH,it,2022-02-28,Current Information Refugees,Switzerland,32,Saarland
"Ucraina-Russia, le notizie sulla guerra di lunedì 28 febbraio - Corriere della Sera",CH,it,2022-02-28,Sanktions Russia and War Strategy,Switzerland,28,Rhineland-Palatinate
"Ucraina, la solidarietà del Veneto: ecco cosa serve, dove portarlo e chi contattare - Corriere della Sera",CH,it,2022-02-28,Volunteering and Donations,Switzerland,31,Uri
"Ucraina: Caritas Siena, raccolta di fondi a favore delle missioni dell ... - Servizio Informazione Religiosa",CH,it,2022-02-28,Volunteering and Donations,Switzerland,31,Jura
"Missili su Kiev. Conclusi i negoziati, Putin chiede Ucraina neutrale e Crimea - Avvenire",CH,it,2022-02-28,Sanktions Russia and War Strategy,Switzerland,29,Fribourg
"L'Italia e la guerra, cosa dice l'articolo 11 della Costituzione Italiana - Sky Tg24",CH,it,2022-02-28,Current Information Refugees,Switzerland,26,Ticino
La tratta e la guerra nell'incontro per gli operatori delle parrocchie - Romasette.it,CH,it,2022-02-28,Statements by the Church,Switzerland,22,Obwalden
Potere al Popolo: “Razzismo anche nell'accoglienza. Accettiamo solo i bianchi ucraini” - NapoliToday,CH,it,2022-02-28,Current Information Refugees,Switzerland,32,Hesse
"A Taranto si raccolgono viveri, medicinali e vestiti per l'Ucraina - PeaceLink",CH,it,2022-02-28,Volunteering and Donations,Switzerland,26,Mecklenburg-Vorpommern
Salvini si scopre pacifista ed elogia Francesco (fino alla prossima giravolta) - Linkiesta.it,CH,it,2022-02-28,Current Information Refugees,Switzerland,29,Schwyz
Kabul chiama Kiev: il filo rosso che collega l'Afghanistan alla guerra in Ucraina - L'Espresso,CH,it,2022-02-28,Accomodation,Switzerland,31,Basel
«Sind auf einen allfälligen Flüchtlingsstrom aus der Ukraine ... - FM1Today,CH,de,2022-03-01,Local Communities,Switzerland,23,Sankt Gallen
Krieg in der Ukraine: Wie können Schweizerinnen und Schweizer ... - Beobachter,CH,de,2022-03-01,Refugee Routes from Ukraine,Switzerland,20,Hamburg
Ukrainische Flüchtlinge: Die seltsame Verwunderung über die ... - WELT,CH,de,2022-03-01,Local Communities,Switzerland,25,Jura
"Krieg in der Ukraine: ++ Historiker: ""Putin will jetzt Entscheidung ... - tagesschau.de",CH,de,2022-03-01,Sanktions Russia and War Strategy,Switzerland,24,Ticino
Krieg in Ukraine: Flüchtlinge - Bundesländer bereiten sich auf Aufnahme vor - RND,CH,de,2022-03-01,Local Communities,Switzerland,24,Geneva
Ukraine-Krieg überschattet Scholz-Besuch in Israel - DW (Deutsch),CH,de,2022-03-01,Accomodation,Switzerland,23,Berlin
Im Krieg wohnen – Geschichte der Gegenwart - Geschichte der Gegenwart,CH,de,2022-03-01,Volunteering and Donations,Switzerland,18,Thurgau
Flucht aus der Ukraine: Sie erzählen von Schrecken und Solidarität - Die Zeit,CH,de,2022-03-01,Volunteering and Donations,Switzerland,21,Ticino
Krieg in der Ukraine: «Die Soldaten brauchen Hilfe am dringendsten» - Beobachter,CH,de,2022-03-01,Current Information War,Switzerland,24,Hamburg
Henry Kissinger hatte vor einem Krieg in der Ukraine gewarnt ... - Infosperber,CH,de,2022-03-01,Current Information War,Switzerland,19,Thuringia
Bamf rechnet nicht mit großer Flüchtlingszahl in Deutschland - MiGAZIN,CH,de,2022-03-01,Local Communities,Switzerland,23,Hamburg
Ludwigshafen: OB Steinruck will Flüchtlinge aus Ukraine aufnehmen - SWR Aktuell,CH,de,2022-03-01,Local Communities,Switzerland,25,Hamburg
"Krieg in der Ukraine: Wissenschaftliche Beziehungen zu Russland ... - Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg",CH,de,2022-03-01,Sanktions Russia and War Strategy,Switzerland,36,Basel
Russlanddeutsche solidarisieren sich mit der Ukraine - MiGAZIN,CH,de,2022-03-01,Sanktions Russia and War Strategy,Switzerland,16,Saxony
"Ukrainer im Grenzgebiet: Einige suchen Zuflucht, andere ziehen in den Krieg - DW (Deutsch)",CH,de,2022-03-01,Volunteering and Donations,Switzerland,29,Bern
Unterkünfte für Ukrainer können bei zentraler Hotline gemeldet werden - Westfalen-Blatt,CH,de,2022-03-01,Volunteering and Donations,Switzerland,25,Vaud
Krieg in der Ukraine: Darmstädter Helfer wollen Geflüchtete nach ... - hessenschau.de,CH,de,2022-03-01,Local Communities,Switzerland,28,Glarus
Ukraine-Krieg: Richtig Spenden für Flüchtlinge: Besser Geld als ... - SÜDKURIER Online,CH,de,2022-03-01,Local Communities,Switzerland,28,Vaud
Spenden und Sachspenden Ukraine: So können Sie in Kiel und Region helfen und spenden - Kieler Nachrichten,CH,de,2022-03-01,Volunteering and Donations,Switzerland,26,Schleswig-Holstein
Interview: Ex-Finanzministerin der Ukraine: „Unternehmen sollten sich nicht in Putins blutiges Geschäft hineinziehen lassen“ - Handelsblatt,CH,de,2022-03-01,Sanktions Russia and War Strategy,Switzerland,39,Vaud
Bayerische Stadt bereitet sich auf Kriegsflüchtlinge vor und erhält ... - Merkur.de,CH,de,2022-03-01,Local Communities,Switzerland,25,Berlin
Ukraine-Krieg: Stadt sucht nach Wohnungen für Flüchtlinge - WP News,CH,de,2022-03-01,Local Communities,Switzerland,19,Appenzell Ausserrhoden
Ukraine News: Klitschko: „Der sechste Tag in der Hölle“ - WELT - WELT,CH,de,2022-03-01,Current Information War,Switzerland,29,Saxony
Guerre en Ukraine : l'Europe s'organise pour accueillir un demi-million de réfugiés - France Bleu,CH,fr,2022-03-01,Current Information Refugees,Switzerland,30,Rhineland-Palatinate
Guerre en Ukraine : quel accueil pour les réfugiés ? - Europe 1,CH,fr,2022-03-01,Local Communities,Switzerland,20,Basel
Guerre en Ukraine : Des « réfugiés ukrainiens » mais des « migrants syriens » … Le conflit va-t-il changer… - 20 Minutes,CH,fr,2022-03-01,Local Communities,Switzerland,38,Appenzell Ausserrhoden
"Ukraine: Réfugiés «de qualité» accueillis à bras ouverts, pas les Africains - 20 minutes",CH,fr,2022-03-01,Local Communities,Switzerland,28,Bavaria
Guerre en Ukraine : la maire de Paris annonce le déblocage d'un ... - franceinfo,CH,fr,2022-03-01,Refugee Routes from Ukraine,Switzerland,23,Lower Saxony
De Syrie ou d'Ukraine : la solidarité à deux vitesses des pays d ... - Courrier international,CH,fr,2022-03-01,Accomodation,Switzerland,25,Ticino
"Ukraine: Marine Le Pen juge ""naturel"" d'accueillir des réfugiés européens et non des Afghans - BFMTV",CH,fr,2022-03-01,Current Information Refugees,Switzerland,34,Thurgau
"Lille: la ville prête à accueillir ""rapidement"" 1000 réfugiés ukrainiens - BFM Grand Lille",CH,fr,2022-03-01,Local Communities,Switzerland,33,Thurgau
Migrants : la Lituanie aussi érige des barrières aux frontières - La Croix,CH,fr,2022-03-01,Refugee Routes from Ukraine,Switzerland,22,Nidwalden
Guerre en Ukraine : le Premier ministre grec Kyriakos Mitsotakis ... - RTBF,CH,fr,2022-03-01,Current Information War,Switzerland,23,Schleswig-Holstein
"Guerre en Ukraine : à la frontière slovaque, la solidarité envers et ... - La Vie",CH,fr,2022-03-01,Current Information War,Switzerland,25,Neuchâtel
Un Landais prêt à ouvrir sa porte aux réfugiés ukrainiens - France Bleu,CH,fr,2022-03-01,Local Communities,Switzerland,23,Saarland
"Murs, barrières, barbelés : les dispositifs anti-migrants en Europe - La Croix",CH,fr,2022-03-01,Migration Apart from Ukraine,Switzerland,23,Hamburg
"Guerre en Ukraine : ""Il faut transporter tous les réfugiés gratuitement ... - franceinfo",CH,fr,2022-03-01,Local Communities,Switzerland,21,Bavaria
INFO EUROPE 1 - Ukraine : Darmanin écrit aux maires pour organiser l'accueil des réfugiés - Europe 1,CH,fr,2022-03-01,Refugee Routes from Ukraine,Switzerland,30,Jura
Jura. Cette Jurassienne veut accueillir des réfugiés ukrainiens - Le Progrès,CH,fr,2022-03-01,Local Communities,Switzerland,26,Thuringia
Près de 700 000 réfugiés ukrainiens ont déjà fui leur pays - Libération,CH,fr,2022-03-01,Local Communities,Switzerland,24,Saxony-Anhalt
Des comparaisons entre les réfugiés Ukrainiens et ceux du Moyen ... - RTL info,CH,fr,2022-03-01,Local Communities,Switzerland,21,Appenzell Innerrhoden
Guerre en Ukraine : que fait la France pour accueillir les Ukrainiens ? - RTL,CH,fr,2022-03-01,Refugee Routes from Ukraine,Switzerland,21,Hesse
Réfugiés ukrainiens : l'indignité derrière la solidarité - Mediapart,CH,fr,2022-03-01,Local Communities,Switzerland,24,Fribourg
Guerre en Ukraine : le traitement médiatique du conflit crée l'émoi ... - Le Monde,CH,fr,2022-03-01,Current Information War,Switzerland,26,Aargau
Des villes de la Marne et des Ardennes se préparent à accueillir des réfugiés ukrainiens - France Bleu,CH,fr,2022-03-01,Local Communities,Switzerland,32,Appenzell Innerrhoden
"Les premiers réfugiés ukrainiens en Lorraine, ""nous sommes tombés dans les bras l'un de l'autre"" - France Bleu",CH,fr,2022-03-01,Local Communities,Switzerland,35,Hamburg
Info La Provence : 130 réfugiés ukrainiens arrivent à Marseille - La Provence,CH,fr,2022-03-01,Current Information Refugees,Switzerland,23,Appenzell Innerrhoden
"Guerre en Ukraine : à la frontière polonaise, des camps hébergent ... - franceinfo",CH,fr,2022-03-01,Refugee Routes from Ukraine,Switzerland,23,Basel
Vous voulez contribuer à l'accueil des réfugiés ukrainiens: comment ... - RTL info,CH,fr,2022-03-01,Local Communities,Switzerland,24,Mecklenburg-Vorpommern
Ukraine : le Département des Yvelines prend en charge des ... - yvelines-infos,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,22,Saarland
Guerre en Ukraine : la préfecture de l'Oise se prépare à l'arrivée des ... - L'Observateur de Beauvais,CH,fr,2022-03-01,Current Information War,Switzerland,33,Glarus
"Les mercenaires de Wagner ont ""toujours été présents en Ukraine ... - franceinfo",CH,fr,2022-03-01,Current Information War,Switzerland,20,Saxony
Guerre en Ukraine: Google Maps désactive les données routières dans le pays pour protéger la population - - Juno7 Haïti,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,31,Thurgau
"Italie : « Ceux qui fuient l'Ukraine sont de vrais réfugiés, pas comme ... - Senego.com - Actualité au Sénégal",CH,fr,2022-03-01,Current Information Refugees,Switzerland,36,Valais
Flucht aus der Ukraine | Fünf Grundsätze für den Umgang ... - Amnesty International,CH,de,2022-03-01,Volunteering and Donations,Switzerland,21,Geneva
Schwarze Menschen in der Ukraine berichten über Rassismus beim ... - Global Citizen,CH,de,2022-03-01,Current Information Refugees,Switzerland,19,Bern
Nach der Ankunft in Tschechien: Hilfszentren für Flüchtlinge aus der ... - Radio Prague,CH,de,2022-03-01,Local Communities,Switzerland,26,Appenzell Innerrhoden
"Ukraine-Krieg: Unternehmer organisieren Jobs, Spenden und Unterkünfte für ukrainische Flüchtlinge - Handelsblatt",CH,de,2022-03-01,Local Communities,Switzerland,33,Solothurn
Ukraine-Flüchtlinge dürfen Fernzüge auf 40 Routen kostenlos nutzen - RND,CH,de,2022-03-01,Current Information Refugees,Switzerland,24,Saarland
Afrikaner in der Ukraine: Geflüchtete zweiter Klasse - Berliner Morgenpost,CH,de,2022-03-01,Current Information Refugees,Switzerland,23,Schwyz
Krieg in der Ukraine: Kann Polen den Flüchtlingsansturm bewältigen? - MDR,CH,de,2022-03-01,Current Information Refugees,Switzerland,24,Thuringia
Ukraine-Krieg: Tagelanges Bangen – Junger Frau gelingt die Flucht ... - Merkur.de,CH,de,2022-03-01,Children and Human Rights,Switzerland,24,Thuringia
Wolfenbüttel: Frau mit verzweifelter Bitte – ihre Oma muss aus der Ukraine fliehen - News38,CH,de,2022-03-01,Children and Human Rights,Switzerland,28,Sankt Gallen
Bündner stampfen Hilfswerk für die Ukraine aus dem Boden - suedostschweiz.ch,CH,de,2022-03-01,Volunteering and Donations,Switzerland,23,Vaud
Vorbereitet auf die Ankunft der Ukraine-Flüchtlinge - kreiszeitung.de,CH,de,2022-03-01,Local Communities,Switzerland,22,Geneva
Ostholstein: Kommunen suchen Wohnungen für Flüchtlinge aus der Ukraine - Lübecker Nachrichten,CH,de,2022-03-01,Local Communities,Switzerland,27,Schaffhausen
Russischer Angriffskrieg: Warum junge Ukrainer in ihrer Heimat bleiben wollen - FAZ - Frankfurter Allgemeine Zeitung,CH,de,2022-03-01,Children and Human Rights,Switzerland,31,Lucerne
Polen empfängt Flüchtlinge aus Ukraine – «Vielleicht das grösste ... - Der Landbote,CH,de,2022-03-01,Current Information Refugees,Switzerland,26,Rhineland-Palatinate
Krieg in Ukraine: Lettlands Rundfunk zeigt Nachrichten auf Ukrainisch - RND,CH,de,2022-03-01,Current Information War,Switzerland,21,Thuringia
Stand with Ukraine: So kannst du helfen - MUCBOOK - MUCBOOK,CH,de,2022-03-01,Volunteering and Donations,Switzerland,16,Basel
Ukraine-Krieg: Polizei warnt vor Anschlägen in Deutschland - zdf.de,CH,de,2022-03-01,Volunteering and Donations,Switzerland,21,Basel
Von Kriegsopfern erster und zweiter Klasse - Übermedien,CH,de,2022-03-01,Volunteering and Donations,Switzerland,18,Lower Saxony
Stuttgart bereitet sich auf Flüchtlinge vor: Die Stadt sucht Wohnraum ... - Stuttgarter Nachrichten,CH,de,2022-03-01,Local Communities,Switzerland,27,Zug
Unterstützung für die Menschen in der Ukraine: »Konstanz hilft!« ist ... - Singener Wochenblatt,CH,de,2022-03-01,Volunteering and Donations,Switzerland,27,Brandenburg
Ukrainer in Deutschland: „Viele Männer sind in die Ukraine ... - WELT,CH,de,2022-03-01,Volunteering and Donations,Switzerland,19,Hamburg
Welche Spenden Flüchtlingen aus der Ukraine benötigen: „Zum ... - fr.de,CH,de,2022-03-01,Local Communities,Switzerland,21,Baden-Württemberg
Aus der Ukraine nach Walterschen geflüchtet: Ferienwohnung wird ... - AK-Kurier - Internetzeitung für den Kreis Altenkirchen,CH,de,2022-03-01,Volunteering and Donations,Switzerland,36,Vaud
Lengenfelder Hilfsverein Unterkarpaten bittet um Spenden für die ... - freiepresse.de,CH,de,2022-03-01,Volunteering and Donations,Switzerland,29,Hesse
Krieg in der Ukraine: action medeor unterstützt vor Ort und hat ... - KV Nordrhein,CH,de,2022-03-01,Current Information War,Switzerland,22,Geneva
Erste Ukrainer an der Müritz angekommen - Nordkurier,CH,de,2022-03-01,Volunteering and Donations,Switzerland,14,Fribourg
Ukraine-Hilfe: Ankunftshalle für Infos - ORF,CH,de,2022-03-01,Volunteering and Donations,Switzerland,15,North Rhine-Westphalia
Krieg in der Ukraine: Wie München hilft - Abendzeitung,CH,de,2022-03-01,Volunteering and Donations,Switzerland,15,Basel
Unterstützung für LGBTIs im Kriegsgebiet: Bündnis sammelt ... - Tagesspiegel,CH,de,2022-03-01,Accomodation,Switzerland,26,Uri
Land Sachsen-Anhalt stellt Unterkunft für Flüchtlinge aus Ukraine ... - TAG24,CH,de,2022-03-01,Local Communities,Switzerland,21,Schleswig-Holstein
Ukrainische Geflüchtete können Abellio-Bahnen kostenfrei für die ... - Du bist Halle,CH,de,2022-03-01,Current Information Refugees,Switzerland,26,Appenzell Ausserrhoden
Dresden zeigt Herz! Riesige Hilfswelle für Kriegsflüchtlinge aus der ... - TAG24,CH,de,2022-03-01,Local Communities,Switzerland,27,Hamburg
Ruf nach humanitären Korridoren für Ukraine-Flüchtlinge - Vatican News - Deutsch,CH,de,2022-03-01,Local Communities,Switzerland,22,Zurich
Slowakei: Kurienerzbischof besucht ukrainische Grenzstation - Vatican News - Deutsch,CH,de,2022-03-01,Refugee Routes from Ukraine,Switzerland,25,Lucerne
Zürich bereitet sich auf Flüchtlinge aus der Ukraine vor - Limmattaler Zeitung,CH,de,2022-03-01,Current Information Refugees,Switzerland,23,Schwyz
Ukraine-Russland: Der Krieg verschont die Kinder nicht - watson,CH,de,2022-03-01,Children and Human Rights,Switzerland,17,Solothurn
Ukraine-Krieg: Stadt sucht Wohnungen für Flüchtlinge - und erlebt ... - Merkur.de,CH,de,2022-03-01,Local Communities,Switzerland,24,Basel
Die Ukraine will in die EU: Ist ein schneller Beitritt realistisch? - WDR Nachrichten,CH,de,2022-03-01,Refugee Routes from Ukraine,Switzerland,22,Schleswig-Holstein
Lübeck: UKSH und Forum für Migranten bekunden Solidarität für Flüchtlinge - Lübecker Nachrichten,CH,de,2022-03-01,Accomodation,Switzerland,30,Appenzell Innerrhoden
Krieg gegen die Ukraine: So hilft der Landkreis Harburg den Menschen in der Ukraine - Hamburger Abendblatt,CH,de,2022-03-01,Current Information War,Switzerland,27,Basel
Flucht aus der Ukraine: Warum Brandenburgs Aufnahmeeinrichtungen noch leer sind - Märkische Allgemeine Zeitung,CH,de,2022-03-01,Volunteering and Donations,Switzerland,30,Grisons
#standwithukraine: Aufruf zu Sachspenden für die Menschen in der ... - FH Kiel,CH,de,2022-03-01,Volunteering and Donations,Switzerland,24,Schleswig-Holstein
Hilfsaktion: Oldenburg hilft der Ukraine - Oldenburger Onlinezeitung,CH,de,2022-03-01,Volunteering and Donations,Switzerland,18,Berlin
Bundespolitik im Krisenmodus: Diplomatischer Hochbetrieb und Debatte über die Bundeswehr - MDR,CH,de,2022-03-01,Volunteering and Donations,Switzerland,30,Lucerne
Ukraine-Krieg: Baerbock ruft die Welt zur Ächtung Russlands auf - STERN.de,DE,de,2022-03-01,Sanktions Russia and War Strategy,Germany,24,Fribourg
Rügen schickt Hilfsladungen an die ukrainische Grenze: Transporter benötigt - Ostsee Zeitung,DE,de,2022-03-01,Volunteering and Donations,Germany,27,Bavaria
Russisch-orthodoxe Gemeinde in Potsdam wirbt um Spenden für die Ukraine - rbb24,DE,de,2022-03-01,Statements by the Church,Germany,24,Glarus
Ukrainische Flüchtlinge beherbergen: Rund 4000 melden sich - St.Galler Tagblatt,CH,de,2022-03-01,Local Communities,Switzerland,29,Zurich
Arzt will in seiner Ergolz-Klinik Ukrainer aufnehmen - Kanton muss ... - bz Basel - Nachrichten Region Basel,CH,de,2022-03-01,Volunteering and Donations,Switzerland,27,Hesse
"Krieg in der Ukraine - Geld, Kleider, Hilfseinsatz: Wie Sie der ... - SRF – Schweizer Radio und Fernsehen",CH,de,2022-03-01,Current Information War,Switzerland,31,Baden-Württemberg
Hilfe für die Ukraine: Das kann man in St.Gallen tun - St.Galler Tagblatt,CH,de,2022-03-01,Volunteering and Donations,Switzerland,22,Schleswig-Holstein
Kolping unterstützt ukrainische Binnenflüchtlinge - DOMRADIO.DE - DOMRADIO.DE,CH,de,2022-03-01,Local Communities,Switzerland,26,Schleswig-Holstein
Ukraine-Krieg: Sachsen-Anhalt bringt Flüchtlinge nach Halberstadt - Volksstimme,CH,de,2022-03-01,Current Information Refugees,Switzerland,25,Jura
Landkreis Rosenheim sucht freien Wohnraum für Ukraine-Flüchtlinge - Hötzelsperger / Nitzsche,CH,de,2022-03-01,Local Communities,Switzerland,30,Appenzell Innerrhoden
Solidarität mit Ukraine groß: Viele Hilfsaktionen in BW - SWR Aktuell,CH,de,2022-03-01,Volunteering and Donations,Switzerland,20,Schleswig-Holstein
Nach der Ankunft in Tschechien: Hilfszentren für Flüchtlinge aus der ... - deutsch.radio.cz,DE,de,2022-03-01,Local Communities,Germany,27,Lucerne
"Russland-Ukraine-Krieg: Bomben auf Charkiw, Einstieg der ... - DER SPIEGEL",DE,de,2022-03-01,Sanktions Russia and War Strategy,Germany,24,Obwalden
Wickede: „Längste Kuchentheke“ für die Ukraine-Flüchtlinge - soester-anzeiger.de,DE,de,2022-03-01,Local Communities,Germany,30,Lower Saxony
"Knossi, Sido, Capital Bra und Kontra K arbeiten zusammen um der ... - RAPTASTISCH",DE,de,2022-03-01,Volunteering and Donations,Germany,25,Sankt Gallen
Wladimir Putin: Flucht aus Moskau? Kreml-Chef verschanzt sich angeblich in Bunker - news.de,DE,de,2022-03-01,Sanktions Russia and War Strategy,Germany,30,Thurgau
Krieg gegen Ukraine: Wie die Klitschkos Putins Todfeinde wurden - Hamburger Abendblatt,DE,de,2022-03-01,Sanktions Russia and War Strategy,Germany,24,Uri
Der Ukrainekrieg und die Auswirkungen auf Sachsen: „Vor uns steht ... - Leipziger Internet-Zeitung,CH,de,2022-03-01,Current Information War,Switzerland,29,Bremen
"« Les autorités faisaient le tri » : à la frontière ukrainienne, des ... - La Croix",CH,fr,2022-03-01,Volunteering and Donations,Switzerland,26,Basel
Fuir l'Ukraine - rts.ch - Monde - RTS.ch,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,16,Lucerne
Guerre en Ukraine : Madrid s'engage à accueillir des réfugiés ... - RTBF,CH,fr,2022-03-01,Current Information Refugees,Switzerland,24,Zug
Guerre en Ukraine : les premiers réfugiés arrivent en France - Europe 1,CH,fr,2022-03-01,Current Information Refugees,Switzerland,21,Solothurn
Guerre en Ukraine : où et comment venir en aide aux réfugiés près de chez vous en Occitanie ? - Midi Libre,CH,fr,2022-03-01,Local Communities,Switzerland,29,Vaud
Peu d'options pour les réfugiés ukrainiens espérant venir au Canada - Le Devoir,CH,fr,2022-03-01,Local Communities,Switzerland,24,Vaud
Guerre en Ukraine : la Belgique en appelle à la solidarité citoyenne ... - RTBF,CH,fr,2022-03-01,Volunteering and Donations,Switzerland,24,Rhineland-Palatinate
Guerre en Ukraine : quels dons faut-il faire pour aider les réfugiés ... - France 3 Régions,CH,fr,2022-03-01,Local Communities,Switzerland,28,Jura
Plusieurs communes de Bruxelles apportent leur soutien aux ... - BX1,CH,fr,2022-03-01,Refugee Routes from Ukraine,Switzerland,19,Mecklenburg-Vorpommern
"Avec les réfugiés ukrainiens: «Pour notre exil, la Pologne allait de soi» - Libération",CH,fr,2022-03-01,Current Information Refugees,Switzerland,30,Neuchâtel
Ukraine : le Grand-Duché se prépare à la vague de réfugiés - Le Quotidien.lu,CH,fr,2022-03-01,Local Communities,Switzerland,26,Basel
Réfugiés ukrainiens « J'espère que nous allons bientôt pouvoir ... - L'Humanité,CH,fr,2022-03-01,Local Communities,Switzerland,27,Geneva
Guerre en Ukraine : la préfecture du Haut-Rhin va coordonner l ... - France 3 Régions,CH,fr,2022-03-01,Current Information War,Switzerland,27,Sankt Gallen
"GARD Accueil de réfugiés ukrainiens : le Département va ""recenser ... - Objectif Gard",CH,fr,2022-03-01,Local Communities,Switzerland,27,Rhineland-Palatinate
Pontarlier. Guerre en Ukraine : une chaîne de solidarité toujours plus grande pour les réfugiés ... - Est Républicain,CH,fr,2022-03-01,Local Communities,Switzerland,32,Solothurn
